userid,age,  Gender  ,location,  Income  ,debt,  Owns Property  ,profession,  Demographics  ,  Platform  ,  Total Time Spent  ,number of sessions,video id,video category,  Video Length  ,  Engagement  ,  Importance Score  ,time spent on video,  Number Of Videos Watched  ,  Scroll Rate  ,  Frequency  ,productivityloss,  Satisfaction  ,  Watch Reason  ,  Devicetype  ,  Os  ,  Watch Time  ,  Self Control  ,  Addiction Level  ,currentactivity,connectiontype,  Favorite Day Of The Week  ,coffee preference,  Random Quote  ,  Mood Today  ,  Shoe Size  ,  Breakfast Item  ,  Favorite Emoji  ,marital status,  Pet Name  
260,59,  Male  ,  United States  ,30487,  False  ,  False  ,  Waiting staff  ,  Urban  ,  YouTube  ,165,17,681,  Pranks  ,3,9025,6,2,27,59,  Evening  ,6,4,  Boredom  ,  Smartphone  ,  Android  ,  3:45 PM  ,8,2,  At work  ,  Mobile Data  ,  Thursday  ,  Espresso  ,  Hakuna Matata  ,  Anxious  ,8,  Omelette  ,  💡  ,  Complicated  ,  Luna  
261,52,  Male  ,  United States  ,20155,  nan  ,  False  ,  Artist  ,  Rural  ,  Instagram  ,11,10,4891,  Entertainment  ,17,7142,5,28,17,64,  Evening  ,6,4,  Habit  ,  Smartphone  ,  iOS  ,  3:45 PM  ,8,2,  At school  ,  Wi-Fi  ,  Tuesday  ,  Latte  ,  Carpe Diem  ,  Excited  ,7,  Toast  ,  💡  ,  Married  ,  None  
262,24,  Male  ,  Germany  ,87494,  True  ,  False  ,  Students  ,  nan  ,  Facebook  ,178,12,4299,  Pranks  ,11,6000,2,23,40,85,  Morning  ,8,2,  Boredom  ,  Smartphone  ,  Windows  ,  9:15 AM  ,10,0,  At work  ,  Mobile Data  ,  Sunday  ,  Latte  ,  Carpe Diem  ,  Tired  ,,  Omelette  ,  😂  ,  Divorced  ,  Buddy  
263,33,  Other  ,  Philippines  ,96229,  True  ,  False  ,  driver  ,  Rural  ,  Facebook  ,101,16,325,  Life Hacks  ,9,7081,7,11,2,88,  Evening  ,6,4,  Entertainment  ,  Smartphone  ,  Windows  ,  3:45 PM  ,8,2,  At school  ,  Mobile Data  ,  Saturday  ,  Cappuccino  ,  Carpe Diem  ,  Anxious  ,9,  Pancakes  ,  😊  ,  Married  ,  None  
264,43,  Male  ,  Vietnam  ,58547,  True  ,  nan  ,  Labor/Worker  ,  Rural  ,  Facebook  ,190,14,7953,  Entertainment  ,5,4649,2,18,49,44,  Morning  ,8,2,  Entertainment  ,  Tablet  ,  Android  ,  9:15 AM  ,10,0,  At school  ,  Wi-Fi  ,  Tuesday  ,  Latte  ,  Hakuna Matata  ,  Sad  ,11,  Omelette  ,  😴  ,  Divorced  ,  Bella  
265,19,  Male  ,  India  ,48795,  nan  ,  nan  ,  Students  ,  Urban  ,  YouTube  ,240,16,987,  Vlogs  ,25,6931,5,25,31,95,  Night  ,3,7,  Procrastination  ,  Computer  ,  MacOS  ,  8:30 PM  ,5,5,  At work  ,  Mobile Data  ,  Sunday  ,  Latte  ,  YOLO  ,  Sad  ,6,  Toast  ,  😊  ,  Complicated  ,  Bella  
266,18,  Male  ,  Mexico  ,75296,  True  ,  True  ,  driver  ,  Rural  ,  Facebook  ,157,8,3119,  Pranks  ,10,3424,2,25,37,88,  Afternoon  ,5,5,  Habit  ,  Tablet  ,  Android  ,  6:05 PM  ,7,3,  Commuting  ,  Mobile Data  ,  Tuesday  ,  Black  ,  Live Laugh Love  ,  Sad  ,9,  Pancakes  ,  😴  ,  Single  ,  Buddy  
267,29,  Male  ,  Pakistan  ,41447,  False  ,  False  ,  driver  ,  Rural  ,  TikTok  ,289,10,761,  Jokes/Memes  ,15,,2,19,41,49,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  3:45 PM  ,8,2,  At home  ,  Mobile Data  ,  Sunday  ,  Cappuccino  ,  Carpe Diem  ,  Happy  ,12,  Pancakes  ,  😂  ,  Married  ,  Bella  
268,22,  Male  ,  United States  ,56598,  nan  ,  True  ,  Artist  ,  nan  ,  Facebook  ,198,17,7759,  Vlogs  ,28,9388,7,13,41,53,  Night  ,3,7,  Habit  ,  Tablet  ,  iOS  ,  8:30 PM  ,5,5,  At school  ,  Wi-Fi  ,  Thursday  ,  Cappuccino  ,  Carpe Diem  ,  Excited  ,7,  Omelette  ,  😊  ,  Complicated  ,  Luna  
269,54,  Female  ,  India  ,61814,  True  ,  False  ,  Waiting staff  ,  Urban  ,  Instagram  ,137,18,,  Pranks  ,29,9852,9,24,34,74,  Night  ,3,7,  Habit  ,  Smartphone  ,  MacOS  ,  8:30 PM  ,5,5,  At school  ,  Mobile Data  ,  Tuesday  ,  None  ,  Carpe Diem  ,  Sad  ,5,  Omelette  ,  😊  ,  Divorced  ,  Bella  
270,49,  Female  ,  India  ,95330,  True  ,  True  ,  driver  ,  Rural  ,  Instagram  ,16,16,907,  Comedy  ,14,,5,11,34,49,  Evening  ,6,4,  Boredom  ,  Smartphone  ,  Android  ,  3:45 PM  ,8,2,  At home  ,  Wi-Fi  ,  Wednesday  ,  Latte  ,  Carpe Diem  ,  Happy  ,9,  Pancakes  ,  😂  ,  Single  ,  Buddy  
271,26,  Male  ,  India  ,83278,  True  ,  False  ,  Labor/Worker  ,  nan  ,  Instagram  ,56,17,5500,  ASMR  ,4,4654,7,20,3,66,  Afternoon  ,5,5,  Entertainment  ,  Smartphone  ,  Android  ,  6:05 PM  ,7,3,  At work  ,  Mobile Data  ,  Sunday  ,  Black  ,  YOLO  ,  Anxious  ,12,  Omelette  ,  🔥  ,  Complicated  ,  Buddy  
272,58,  Other  ,  Philippines  ,75077,  True  ,  True  ,  driver  ,  Rural  ,  YouTube  ,62,16,365,  Gaming  ,21,260,4,19,17,95,  Afternoon  ,5,5,  Habit  ,  Tablet  ,  Android  ,  6:05 PM  ,7,3,  At home  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  Carpe Diem  ,  Sad  ,9,  Toast  ,  😊  ,  Married  ,  Luna  
273,52,  Other  ,  United States  ,91906,  True  ,  False  ,  Waiting staff  ,  nan  ,  TikTok  ,196,19,7770,  Pranks  ,20,5936,2,17,14,63,  Evening  ,6,4,  Boredom  ,  Tablet  ,  MacOS  ,  3:45 PM  ,8,2,  At home  ,  Mobile Data  ,  Wednesday  ,  Cappuccino  ,  Carpe Diem  ,  Excited  ,8,  Pancakes  ,  💡  ,  Complicated  ,  Bella  
274,36,  Male  ,  Pakistan  ,29528,  False  ,  nan  ,  Waiting staff  ,  nan  ,  Facebook  ,47,8,3414,  Comedy  ,2,9377,3,5,14,25,  Evening  ,6,4,  Entertainment  ,  Computer  ,  Android  ,  3:45 PM  ,8,2,  At work  ,  Wi-Fi  ,  Wednesday  ,  Black  ,  Live Laugh Love  ,  Tired  ,,  Omelette  ,  nan  ,  Complicated  ,  Max  
275,33,  Female  ,  Japan  ,70100,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  TikTok  ,235,6,8028,  Jokes/Memes  ,12,4370,2,13,46,4,  Evening  ,6,4,  Entertainment  ,  Tablet  ,  iOS  ,  3:45 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Tuesday  ,  Cappuccino  ,  Keep going  ,  Excited  ,7,  Toast  ,  😴  ,  Complicated  ,  None  
276,20,  Female  ,  Germany  ,28179,  False  ,  True  ,  driver  ,  nan  ,  TikTok  ,62,6,7940,  Pranks  ,1,4301,5,27,38,51,  Night  ,3,7,  nan  ,  Smartphone  ,  Android  ,  8:30 PM  ,5,5,  At school  ,  Mobile Data  ,  Friday  ,  Espresso  ,  Keep going  ,  Anxious  ,8,  Omelette  ,  🔥  ,  Divorced  ,  Max  
277,37,  Male  ,  Barzil  ,68781,  True  ,  True  ,  Engineer  ,  Rural  ,  Instagram  ,233,9,9262,  Trends  ,24,7207,6,20,35,11,  Night  ,3,7,  Entertainment  ,  Smartphone  ,  iOS  ,  8:30 PM  ,5,5,  At home  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  YOLO  ,  Tired  ,12,  Nothing  ,  nan  ,  Divorced  ,  Luna  
278,41,  Other  ,  Vietnam  ,75267,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  Instagram  ,163,4,3082,  Vlogs  ,20,,7,1,1,17,  nan  ,5,5,  Entertainment  ,  Tablet  ,  iOS  ,  6:05 PM  ,7,3,  Commuting  ,  Mobile Data  ,  Wednesday  ,  Latte  ,  Carpe Diem  ,  Tired  ,11,  Nothing  ,  😊  ,  Married  ,  Luna  
279,50,  Male  ,  Pakistan  ,43952,  False  ,  True  ,  Teacher  ,  Rural  ,  Instagram  ,57,12,5449,  Gaming  ,5,9058,3,10,48,66,  Night  ,3,7,  Habit  ,  Tablet  ,  Windows  ,  8:30 PM  ,5,5,  At home  ,  Mobile Data  ,  Saturday  ,  Black  ,  YOLO  ,  Tired  ,8,  Toast  ,  😴  ,  Married  ,  Buddy  
280,41,  Other  ,  Barzil  ,73798,  True  ,  True  ,  Cashier  ,  Rural  ,  YouTube  ,156,12,3259,  Vlogs  ,6,92,4,8,29,70,  Evening  ,6,4,  Habit  ,  Tablet  ,  Android  ,  3:45 PM  ,8,2,  At work  ,  Mobile Data  ,  Wednesday  ,  Espresso  ,  Hakuna Matata  ,  Tired  ,10,  Cereal  ,  nan  ,  Divorced  ,  None  
281,28,  Female  ,  Philippines  ,70939,  True  ,  True  ,  Waiting staff  ,  Rural  ,  TikTok  ,73,17,2108,  Pranks  ,24,5161,8,24,4,73,  Morning  ,8,2,  Boredom  ,  Smartphone  ,  Android  ,  9:15 AM  ,10,0,  At home  ,  Wi-Fi  ,  Tuesday  ,  None  ,  YOLO  ,  Tired  ,,  Toast  ,  😊  ,  Single  ,  Max  
282,25,  Female  ,  Barzil  ,49516,  False  ,  True  ,  Students  ,  Rural  ,  TikTok  ,191,15,7929,  Vlogs  ,11,7632,4,29,33,69,  Evening  ,6,4,  Boredom  ,  Tablet  ,  Android  ,  3:45 PM  ,8,2,  At work  ,  Wi-Fi  ,  Saturday  ,  None  ,  Carpe Diem  ,  Anxious  ,6,  Cereal  ,  💡  ,  Single  ,  Bella  
283,53,  Male  ,  Mexico  ,76526,  nan  ,  True  ,  Teacher  ,  Rural  ,  YouTube  ,134,9,2934,  Gaming  ,8,9543,7,8,17,84,  Evening  ,6,4,  Procrastination  ,  Computer  ,  iOS  ,  3:45 PM  ,8,2,  At home  ,  Mobile Data  ,  Thursday  ,  Latte  ,  Carpe Diem  ,  Excited  ,9,  Cereal  ,  💡  ,  Divorced  ,  Buddy  
284,55,  Male  ,  India  ,30449,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  YouTube  ,188,7,,  Trends  ,7,6208,6,19,28,29,  Evening  ,6,4,  Boredom  ,  Smartphone  ,  iOS  ,  3:45 PM  ,8,2,  Commuting  ,  Wi-Fi  ,  Tuesday  ,  Espresso  ,  YOLO  ,  Anxious  ,8,  Pancakes  ,  🔥  ,  Married  ,  Buddy  
285,57,  Male  ,  Pakistan  ,70290,  True  ,  True  ,  Students  ,  Urban  ,  YouTube  ,48,10,8634,  Entertainment  ,4,8556,7,6,26,85,  Afternoon  ,5,5,  nan  ,  Computer  ,  Android  ,  6:05 PM  ,7,3,  At work  ,  Mobile Data  ,  Thursday  ,  None  ,  Hakuna Matata  ,  Happy  ,12,  Nothing  ,  🔥  ,  Divorced  ,  None  
286,37,  Male  ,  Philippines  ,92954,  True  ,  True  ,  Waiting staff  ,  Rural  ,  TikTok  ,269,16,5007,  Vlogs  ,6,,1,12,8,73,  Evening  ,6,4,  Entertainment  ,  Smartphone  ,  Android  ,  3:45 PM  ,8,2,  At home  ,  Mobile Data  ,  Thursday  ,  None  ,  Carpe Diem  ,  Excited  ,10,  Toast  ,  🔥  ,  Divorced  ,  Buddy  
287,52,  Male  ,  Pakistan  ,42746,  False  ,  False  ,  Students  ,  Rural  ,  TikTok  ,12,12,1560,  Vlogs  ,16,3718,3,28,34,92,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  3:45 PM  ,8,2,  At school  ,  Mobile Data  ,  Tuesday  ,  Cappuccino  ,  Keep going  ,  Anxious  ,6,  Nothing  ,  🔥  ,  Divorced  ,  Luna  
288,42,  Female  ,  Mexico  ,87990,  True  ,  True  ,  Waiting staff  ,  Rural  ,  Instagram  ,73,7,1742,  Jokes/Memes  ,20,,6,7,18,72,  Night  ,3,7,  Procrastination  ,  Smartphone  ,  iOS  ,  8:30 PM  ,5,5,  At home  ,  Mobile Data  ,  Sunday  ,  Latte  ,  Hakuna Matata  ,  Anxious  ,,  Nothing  ,  😂  ,  Single  ,  Luna  
289,52,  Male  ,  United States  ,78810,  True  ,  False  ,  Students  ,  Rural  ,  Instagram  ,38,18,5831,  Pranks  ,15,1924,3,16,31,95,  Night  ,3,7,  Habit  ,  Computer  ,  MacOS  ,  8:30 PM  ,5,5,  At work  ,  Mobile Data  ,  Thursday  ,  Cappuccino  ,  Keep going  ,  Anxious  ,5,  Nothing  ,  😂  ,  Single  ,  Bella  
290,42,  Female  ,  United States  ,35223,  False  ,  True  ,  Labor/Worker  ,  nan  ,  TikTok  ,20,15,7524,  Life Hacks  ,14,3095,7,9,27,20,  Afternoon  ,5,5,  Entertainment  ,  Tablet  ,  iOS  ,  6:05 PM  ,7,3,  Commuting  ,  Mobile Data  ,  Thursday  ,  Espresso  ,  YOLO  ,  Anxious  ,6,  Nothing  ,  😂  ,  Divorced  ,  Bella  
291,46,  Female  ,  United States  ,92237,  True  ,  False  ,  Teacher  ,  Rural  ,  Instagram  ,106,6,626,  ASMR  ,23,6683,9,21,16,27,  Evening  ,6,4,  Habit  ,  Computer  ,  Android  ,  3:45 PM  ,8,2,  At home  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  Carpe Diem  ,  Tired  ,7,  Nothing  ,  😊  ,  Single  ,  None  
292,35,  Female  ,  Indonesia  ,22597,  False  ,  True  ,  Labor/Worker  ,  Urban  ,  YouTube  ,212,12,,  Jokes/Memes  ,12,5181,3,25,10,8,  Night  ,3,7,  Entertainment  ,  Smartphone  ,  Windows  ,  8:30 PM  ,5,5,  At work  ,  Mobile Data  ,  Monday  ,  Black  ,  Carpe Diem  ,  Excited  ,7,  Pancakes  ,  🔥  ,  Complicated  ,  Bella  
293,63,  Male  ,  Barzil  ,85677,  True  ,  False  ,  Waiting staff  ,  Urban  ,  Facebook  ,30,11,8283,  Trends  ,29,2538,1,22,40,85,  nan  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  3:45 PM  ,8,2,  At home  ,  Wi-Fi  ,  Saturday  ,  Espresso  ,  Live Laugh Love  ,  Happy  ,5,  Toast  ,  😴  ,  Married  ,  Buddy  
294,35,  Male  ,  Indonesia  ,22659,  False  ,  True  ,  Students  ,  Rural  ,  Instagram  ,48,3,6311,  Jokes/Memes  ,12,9488,6,10,12,61,  Evening  ,6,4,  Boredom  ,  Smartphone  ,  Windows  ,  3:45 PM  ,8,2,  At school  ,  Wi-Fi  ,  Tuesday  ,  Latte  ,  Hakuna Matata  ,  Sad  ,5,  Toast  ,  💡  ,  Complicated  ,  Max  
295,19,  Female  ,  India  ,94567,  True  ,  False  ,  Waiting staff  ,  Rural  ,  TikTok  ,232,2,3007,  Jokes/Memes  ,16,2276,1,10,22,28,  Afternoon  ,5,5,  Habit  ,  Smartphone  ,  Android  ,  6:05 PM  ,7,3,  At work  ,  Wi-Fi  ,  Thursday  ,  Latte  ,  Live Laugh Love  ,  Sad  ,6,  Toast  ,  💡  ,  Complicated  ,  Buddy  
296,52,  Male  ,  Vietnam  ,35037,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  Instagram  ,111,6,4303,  Life Hacks  ,15,8194,1,10,16,87,  Afternoon  ,5,5,  Habit  ,  Computer  ,  Android  ,  6:05 PM  ,7,3,  At school  ,  Mobile Data  ,  Friday  ,  Espresso  ,  Live Laugh Love  ,  Tired  ,8,  Toast  ,  😴  ,  Complicated  ,  Bella  
297,33,  Female  ,  Mexico  ,66738,  True  ,  False  ,  Engineer  ,  Rural  ,  Instagram  ,55,5,1089,  Life Hacks  ,29,,8,20,12,70,  Night  ,3,7,  nan  ,  Tablet  ,  Android  ,  8:30 PM  ,5,5,  At school  ,  Mobile Data  ,  Thursday  ,  Latte  ,  Keep going  ,  Anxious  ,8,  Nothing  ,  nan  ,  nan  ,  None  
298,58,  Female  ,  Philippines  ,91678,  True  ,  True  ,  Engineer  ,  Rural  ,  Instagram  ,75,18,6008,  Trends  ,13,910,9,29,11,3,  Evening  ,6,4,  Boredom  ,  Tablet  ,  Android  ,  3:45 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Saturday  ,  None  ,  Hakuna Matata  ,  Excited  ,6,  Toast  ,  🔥  ,  Single  ,  Luna  
299,53,  Male  ,  Pakistan  ,32109,  False  ,  True  ,  Waiting staff  ,  Rural  ,  Facebook  ,100,16,4612,  Pranks  ,11,306,2,16,20,69,  Morning  ,8,2,  Boredom  ,  Tablet  ,  Android  ,  9:15 AM  ,10,0,  At work  ,  Wi-Fi  ,  Tuesday  ,  Latte  ,  Keep going  ,  Happy  ,10,  Nothing  ,  💡  ,  Single  ,  Max  
300,50,  Female  ,  Germany  ,42010,  False  ,  True  ,  Students  ,  Rural  ,  YouTube  ,173,8,9373,  Entertainment  ,17,6575,9,1,1,73,  Afternoon  ,5,5,  Habit  ,  Smartphone  ,  Android  ,  6:05 PM  ,7,3,  Commuting  ,  Wi-Fi  ,  Thursday  ,  Latte  ,  Hakuna Matata  ,  Sad  ,6,  Toast  ,  😊  ,  Divorced  ,  Luna  
301,21,  Female  ,  Philippines  ,28787,  False  ,  True  ,  Waiting staff  ,  nan  ,  TikTok  ,120,11,7929,  Vlogs  ,21,4231,5,17,27,7,  Afternoon  ,5,5,  Entertainment  ,  Smartphone  ,  iOS  ,  6:05 PM  ,7,3,  At home  ,  Mobile Data  ,  Thursday  ,  Black  ,  YOLO  ,  Excited  ,12,  Cereal  ,  😴  ,  Single  ,  Luna  
302,50,  Male  ,  Barzil  ,28472,  False  ,  False  ,  Engineer  ,  Urban  ,  Facebook  ,132,10,4491,  Vlogs  ,15,6028,8,26,3,60,  Afternoon  ,5,5,  Habit  ,  Smartphone  ,  iOS  ,  6:05 PM  ,7,3,  At home  ,  Mobile Data  ,  Thursday  ,  Black  ,  Carpe Diem  ,  Excited  ,5,  Toast  ,  😊  ,  Married  ,  None  
303,31,  Male  ,  Indonesia  ,43383,  False  ,  nan  ,  Cashier  ,  Rural  ,  TikTok  ,202,12,8379,  Jokes/Memes  ,14,6658,7,21,12,4,  Afternoon  ,5,5,  Boredom  ,  Computer  ,  Android  ,  6:05 PM  ,7,3,  At school  ,  Mobile Data  ,  Sunday  ,  Latte  ,  YOLO  ,  Anxious  ,10,  Cereal  ,  😂  ,  Divorced  ,  None  
304,38,  Other  ,  Indonesia  ,81709,  True  ,  False  ,  Waiting staff  ,  Rural  ,  TikTok  ,108,6,,  Gaming  ,10,,7,29,30,5,  nan  ,6,4,  Boredom  ,  Smartphone  ,  iOS  ,  3:45 PM  ,8,2,  At home  ,  Mobile Data  ,  Saturday  ,  Latte  ,  YOLO  ,  Tired  ,10,  Nothing  ,  😊  ,  Divorced  ,  Bella  
305,37,  Other  ,  United States  ,89785,  True  ,  True  ,  Artist  ,  Rural  ,  TikTok  ,168,5,3748,  Jokes/Memes  ,12,9630,4,14,9,11,  Evening  ,6,4,  Boredom  ,  Smartphone  ,  iOS  ,  3:45 PM  ,8,2,  At work  ,  Mobile Data  ,  Monday  ,  None  ,  Carpe Diem  ,  Excited  ,12,  Omelette  ,  😊  ,  nan  ,  Buddy  
306,25,  Male  ,  Indonesia  ,54518,  True  ,  nan  ,  Waiting staff  ,  Rural  ,  Facebook  ,112,9,2671,  Life Hacks  ,16,872,2,19,37,15,  Night  ,3,7,  Habit  ,  Computer  ,  iOS  ,  8:30 PM  ,5,5,  At school  ,  Mobile Data  ,  Friday  ,  Espresso  ,  Carpe Diem  ,  Happy  ,12,  Omelette  ,  😊  ,  Complicated  ,  None  
307,24,  Female  ,  Vietnam  ,73909,  nan  ,  True  ,  driver  ,  Rural  ,  YouTube  ,290,16,,  Entertainment  ,15,1141,5,21,1,64,  Evening  ,6,4,  nan  ,  Smartphone  ,  Android  ,  3:45 PM  ,8,2,  At work  ,  Wi-Fi  ,  Tuesday  ,  Cappuccino  ,  Keep going  ,  Tired  ,10,  Omelette  ,  😊  ,  nan  ,  Max  
308,20,  Male  ,  Japan  ,38351,  False  ,  False  ,  Students  ,  Rural  ,  TikTok  ,52,14,2581,  Trends  ,10,665,3,21,42,98,  Morning  ,8,2,  Entertainment  ,  Smartphone  ,  Android  ,  9:15 AM  ,10,0,  At home  ,  Wi-Fi  ,  Wednesday  ,  Cappuccino  ,  Hakuna Matata  ,  Excited  ,12,  Omelette  ,  😊  ,  Married  ,  Buddy  
309,34,  Female  ,  Pakistan  ,89624,  True  ,  True  ,  Engineer  ,  Rural  ,  YouTube  ,93,8,7433,  Jokes/Memes  ,4,8400,9,17,49,13,  Afternoon  ,5,5,  Habit  ,  Computer  ,  Android  ,  6:05 PM  ,7,3,  At work  ,  Mobile Data  ,  Thursday  ,  Cappuccino  ,  Live Laugh Love  ,  Anxious  ,10,  Omelette  ,  😊  ,  Married  ,  Bella  
310,50,  Male  ,  Japan  ,73330,  True  ,  False  ,  Manager  ,  Rural  ,  YouTube  ,200,19,8331,  Jokes/Memes  ,27,951,6,14,4,7,  nan  ,8,2,  Entertainment  ,  Smartphone  ,  iOS  ,  9:15 AM  ,10,0,  At home  ,  Mobile Data  ,  Friday  ,  None  ,  Live Laugh Love  ,  Happy  ,9,  Pancakes  ,  😴  ,  Single  ,  Buddy  
311,29,  Female  ,  Pakistan  ,35282,  False  ,  True  ,  driver  ,  Rural  ,  Instagram  ,60,14,2507,  Trends  ,23,9249,1,8,15,6,  Night  ,3,7,  Habit  ,  Smartphone  ,  Windows  ,  8:30 PM  ,5,5,  At school  ,  Wi-Fi  ,  Thursday  ,  None  ,  Keep going  ,  Excited  ,12,  Pancakes  ,  🔥  ,  Married  ,  None  
312,39,  Female  ,  Mexico  ,41778,  False  ,  False  ,  Manager  ,  nan  ,  Facebook  ,219,7,4726,  Trends  ,29,4722,3,21,27,56,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  8:30 PM  ,5,5,  At work  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  Keep going  ,  Happy  ,5,  Toast  ,  😂  ,  Married  ,  Max  
313,39,  Other  ,  Pakistan  ,44264,  False  ,  True  ,  Students  ,  Urban  ,  Facebook  ,135,5,4301,  Jokes/Memes  ,9,4008,4,21,8,64,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  8:30 PM  ,5,5,  At home  ,  Mobile Data  ,  Saturday  ,  Latte  ,  Live Laugh Love  ,  Anxious  ,5,  Toast  ,  😴  ,  Complicated  ,  Max  
314,63,  Female  ,  Japan  ,79675,  True  ,  False  ,  Waiting staff  ,  Rural  ,  Instagram  ,78,18,9942,  Jokes/Memes  ,21,6655,9,9,23,50,  Evening  ,6,4,  Boredom  ,  Computer  ,  MacOS  ,  3:45 PM  ,8,2,  At school  ,  Mobile Data  ,  Monday  ,  Cappuccino  ,  Live Laugh Love  ,  Sad  ,9,  Omelette  ,  😴  ,  Married  ,  Buddy  
315,47,  Male  ,  Philippines  ,25075,  False  ,  True  ,  Engineer  ,  Rural  ,  Instagram  ,274,2,8760,  Entertainment  ,20,6190,6,8,15,30,  Night  ,3,7,  Procrastination  ,  Smartphone  ,  iOS  ,  8:30 PM  ,5,5,  At home  ,  Mobile Data  ,  Friday  ,  Black  ,  YOLO  ,  Sad  ,7,  Pancakes  ,  🔥  ,  nan  ,  Max  
316,55,  Female  ,  Pakistan  ,95948,  True  ,  False  ,  Teacher  ,  Rural  ,  YouTube  ,267,11,7003,  Gaming  ,9,771,4,13,27,22,  Night  ,3,7,  Entertainment  ,  Computer  ,  MacOS  ,  8:30 PM  ,5,5,  At work  ,  Mobile Data  ,  Thursday  ,  None  ,  Live Laugh Love  ,  Excited  ,10,  Nothing  ,  🔥  ,  Married  ,  Buddy  
317,55,  Other  ,  Mexico  ,68454,  True  ,  True  ,  driver  ,  nan  ,  TikTok  ,197,8,9074,  Jokes/Memes  ,21,4030,1,17,31,25,  Afternoon  ,5,5,  Boredom  ,  Smartphone  ,  MacOS  ,  6:05 PM  ,7,3,  At school  ,  Wi-Fi  ,  Tuesday  ,  None  ,  Carpe Diem  ,  Tired  ,5,  Omelette  ,  💡  ,  Married  ,  Buddy  
318,62,  Male  ,  Mexico  ,48365,  False  ,  False  ,  Students  ,  Rural  ,  Facebook  ,239,1,6132,  Entertainment  ,25,7859,8,19,39,28,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  8:30 PM  ,5,5,  At work  ,  Mobile Data  ,  Sunday  ,  Black  ,  Keep going  ,  Sad  ,10,  Pancakes  ,  😴  ,  Divorced  ,  Buddy  
319,25,  Other  ,  India  ,92766,  True  ,  True  ,  Waiting staff  ,  Rural  ,  TikTok  ,198,12,8832,  Entertainment  ,24,521,2,28,47,84,  Afternoon  ,5,5,  Boredom  ,  Smartphone  ,  MacOS  ,  6:05 PM  ,7,3,  At work  ,  Wi-Fi  ,  Monday  ,  Espresso  ,  Carpe Diem  ,  Happy  ,5,  Cereal  ,  😂  ,  Divorced  ,  Buddy  
320,44,  Male  ,  Pakistan  ,68200,  True  ,  nan  ,  driver  ,  Urban  ,  TikTok  ,19,2,4538,  Entertainment  ,20,3355,8,7,8,39,  nan  ,5,5,  Entertainment  ,  Smartphone  ,  MacOS  ,  6:05 PM  ,7,3,  At school  ,  Mobile Data  ,  Tuesday  ,  Black  ,  Keep going  ,  Tired  ,5,  Cereal  ,  😴  ,  Single  ,  Buddy  
321,44,  Female  ,  Germany  ,31002,  False  ,  True  ,  Students  ,  Rural  ,  Instagram  ,123,18,2336,  Life Hacks  ,11,1400,6,17,30,67,  Morning  ,8,2,  Entertainment  ,  Smartphone  ,  MacOS  ,  9:15 AM  ,10,0,  At school  ,  Mobile Data  ,  Tuesday  ,  None  ,  Keep going  ,  Sad  ,8,  Nothing  ,  😂  ,  nan  ,  Luna  
322,51,  Male  ,  United States  ,33947,  False  ,  True  ,  Engineer  ,  nan  ,  TikTok  ,85,7,4322,  Gaming  ,11,3723,8,1,42,5,  Afternoon  ,5,5,  Entertainment  ,  Tablet  ,  Android  ,  6:05 PM  ,7,3,  At home  ,  Mobile Data  ,  Tuesday  ,  Espresso  ,  Live Laugh Love  ,  Tired  ,11,  Toast  ,  😂  ,  Divorced  ,  Max  
323,38,  Male  ,  United States  ,99222,  True  ,  False  ,  Artist  ,  Urban  ,  YouTube  ,173,17,2986,  Comedy  ,7,6579,6,5,18,65,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  3:45 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Saturday  ,  None  ,  Live Laugh Love  ,  Tired  ,5,  Omelette  ,  😊  ,  Single  ,  Luna  
324,47,  Other  ,  India  ,98610,  True  ,  True  ,  driver  ,  Urban  ,  Instagram  ,94,14,560,  Trends  ,21,3247,5,25,4,15,  Evening  ,6,4,  Habit  ,  Smartphone  ,  iOS  ,  3:45 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Friday  ,  Black  ,  YOLO  ,  Happy  ,12,  Omelette  ,  😴  ,  Married  ,  Buddy  
